# Job started on: Wed Aug 30 11:52:43 CEST 2023 ...
# FONLL heavy quark hadroproduction cross section, calculated on Wed Aug 30 11:53:04 CEST 2023
# FONLL version and perturbative order: ## FONLL v1.3.2 fonll [ds/dpt^2dy (pb/GeV^2)]
# quark = charm
# final state = quark
# ebeam1 = 2515, ebeam2 = 2515
# PDF set = CTEQ6.6
# ptmin = 0
# ptmax = 20
# ymin  = -1
# ymax  = 1
# Uncertainties from PDFs combined quadratically
# cross section is ds/dpt (pb/GeV)
# pt      central      min       max       min_sc     max_sc     min_mass   max_mass     min_pdf    max_pdf
  11.9192 1.8457e+06 1.7058e+06 1.9856e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.7058e+06 1.9856e+06
  12.1212 1.7136e+06 1.5836e+06 1.8436e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.5836e+06 1.8436e+06
  12.3232 1.5925e+06 1.4716e+06 1.7134e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.4716e+06 1.7134e+06
  12.5253 1.4813e+06 1.3687e+06 1.5938e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.3687e+06 1.5938e+06
  12.7273 1.3791e+06 1.2742e+06 1.4840e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.2742e+06 1.4840e+06
  12.9293 1.2851e+06 1.1872e+06 1.3829e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.1872e+06 1.3829e+06
  13.1313 1.1985e+06 1.1072e+06 1.2899e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.1072e+06 1.2899e+06
  13.3333 1.1187e+06 1.0333e+06 1.2041e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0333e+06 1.2041e+06
  13.5354 1.0450e+06 9.6521e+05 1.1249e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 9.6521e+05 1.1249e+06
  13.7374 9.7701e+05 9.0227e+05 1.0517e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 9.0227e+05 1.0517e+06
  13.9394 9.1409e+05 8.4408e+05 9.8410e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 8.4408e+05 9.8410e+05
  14.1414 8.5587e+05 7.9023e+05 9.2150e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 7.9023e+05 9.2150e+05
  14.3434 8.0193e+05 7.4035e+05 8.6351e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 7.4035e+05 8.6351e+05
  14.5455 7.5193e+05 6.9411e+05 8.0975e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 6.9411e+05 8.0975e+05
  14.7475 7.0556e+05 6.5123e+05 7.5990e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 6.5123e+05 7.5990e+05
  14.9495 6.6252e+05 6.1144e+05 7.1361e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 6.1144e+05 7.1361e+05
  15.1515 6.2254e+05 5.7447e+05 6.7062e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 5.7447e+05 6.7062e+05
  15.3535 5.8536e+05 5.4010e+05 6.3064e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 5.4010e+05 6.3064e+05
  15.5556 5.5078e+05 5.0812e+05 5.9344e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 5.0812e+05 5.9344e+05
  15.7576 5.1857e+05 4.7835e+05 5.5879e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 4.7835e+05 5.5879e+05
  15.9596 4.8855e+05 4.5061e+05 5.2651e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 4.5061e+05 5.2651e+05
  16.1616 4.6056e+05 4.2474e+05 4.9639e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 4.2474e+05 4.9639e+05
  16.3636 4.3444e+05 4.0060e+05 4.6828e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 4.0060e+05 4.6828e+05
  16.5657 4.1004e+05 3.7805e+05 4.4203e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 3.7805e+05 4.4203e+05
  16.7677 3.8723e+05 3.5698e+05 4.1749e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 3.5698e+05 4.1749e+05
  16.9697 3.6590e+05 3.3728e+05 3.9454e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 3.3728e+05 3.9454e+05
  17.1717 3.4594e+05 3.1884e+05 3.7305e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 3.1884e+05 3.7305e+05
  17.3737 3.2725e+05 3.0157e+05 3.5293e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 3.0157e+05 3.5293e+05
  17.5758 3.0974e+05 2.8540e+05 3.3408e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.8540e+05 3.3408e+05
  17.7778 2.9331e+05 2.7023e+05 3.1639e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.7023e+05 3.1639e+05
  17.9798 2.7790e+05 2.5600e+05 2.9980e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.5600e+05 2.9980e+05
  18.1818 2.6344e+05 2.4265e+05 2.8422e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.4265e+05 2.8422e+05
  18.3838 2.4985e+05 2.3010e+05 2.6959e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.3010e+05 2.6959e+05
  18.5859 2.3707e+05 2.1831e+05 2.5583e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.1831e+05 2.5583e+05
  18.7879 2.2506e+05 2.0723e+05 2.4289e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.0723e+05 2.4289e+05
  18.9899 2.1376e+05 1.9680e+05 2.3071e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.9680e+05 2.3071e+05
  19.1919 2.0311e+05 1.8698e+05 2.1924e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.8698e+05 2.1924e+05
  19.3939 1.9308e+05 1.7773e+05 2.0844e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.7773e+05 2.0844e+05
  19.5960 1.8364e+05 1.6901e+05 1.9826e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.6901e+05 1.9826e+05
  19.7980 1.7472e+05 1.6079e+05 1.8865e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.6079e+05 1.8865e+05
  20.0000 1.6632e+05 1.5304e+05 1.7959e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.5304e+05 1.7959e+05
