# Job started on: Thu Aug 10 10:50:17 CEST 2023 ...
# FONLL heavy quark hadroproduction cross section, calculated on Thu Aug 10 10:50:37 CEST 2023
# FONLL version and perturbative order: ## FONLL v1.3.2 fonll [ds/dpt^2dy (pb/GeV^2)]
# quark = charm
# final state = quark
# ebeam1 = 3500, ebeam2 = 3500
# PDF set = CTEQ6.6
# ptmin = 0
# ptmax = 20
# ymin  = -1
# ymax  = 1
# Uncertainties from PDFs combined quadratically
# cross section is ds/dpt (pb/GeV)
# pt      central      min       max       min_sc     max_sc     min_mass   max_mass     min_pdf    max_pdf
   4.8485 7.2797e+07 6.4249e+07 8.1344e+07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 6.4249e+07 8.1344e+07
   5.0505 6.4500e+07 5.7100e+07 7.1901e+07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 5.7100e+07 7.1901e+07
   5.2525 5.7230e+07 5.0805e+07 6.3655e+07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 5.0805e+07 6.3655e+07
   5.4545 5.0859e+07 4.5262e+07 5.6455e+07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 4.5262e+07 5.6455e+07
   5.6566 4.5286e+07 4.0396e+07 5.0175e+07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 4.0396e+07 5.0175e+07
   5.8586 4.0405e+07 3.6122e+07 4.4688e+07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 3.6122e+07 4.4688e+07
   6.0606 3.6121e+07 3.2358e+07 3.9884e+07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 3.2358e+07 3.9884e+07
   6.2626 3.2352e+07 2.9037e+07 3.5667e+07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.9037e+07 3.5667e+07
   6.4646 2.9028e+07 2.6101e+07 3.1956e+07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.6101e+07 3.1956e+07
   6.6667 2.6091e+07 2.3499e+07 2.8684e+07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.3499e+07 2.8684e+07
   6.8687 2.3490e+07 2.1189e+07 2.5790e+07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.1189e+07 2.5790e+07
   7.0707 2.1181e+07 1.9135e+07 2.3228e+07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.9135e+07 2.3228e+07
   7.2727 1.9130e+07 1.7306e+07 2.0954e+07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.7306e+07 2.0954e+07
   7.4747 1.7304e+07 1.5675e+07 1.8934e+07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.5675e+07 1.8934e+07
   7.6768 1.5678e+07 1.4219e+07 1.7137e+07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.4219e+07 1.7137e+07
   7.8788 1.4226e+07 1.2917e+07 1.5535e+07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.2917e+07 1.5535e+07
   8.0808 1.2929e+07 1.1752e+07 1.4105e+07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.1752e+07 1.4105e+07
   8.2828 1.1767e+07 1.0708e+07 1.2826e+07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0708e+07 1.2826e+07
   8.4848 1.0724e+07 9.7689e+06 1.1680e+07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 9.7689e+06 1.1680e+07
   8.6869 9.7881e+06 8.9245e+06 1.0652e+07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 8.9245e+06 1.0652e+07
   8.8889 8.9455e+06 8.1637e+06 9.7274e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 8.1637e+06 9.7274e+06
   9.0909 8.1862e+06 7.4773e+06 8.8952e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 7.4773e+06 8.8952e+06
   9.2929 7.5010e+06 6.8571e+06 8.1450e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 6.8571e+06 8.1450e+06
   9.4949 6.8819e+06 6.2961e+06 7.4677e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 6.2961e+06 7.4677e+06
   9.6970 6.3217e+06 5.7880e+06 6.8554e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 5.7880e+06 6.8554e+06
   9.8990 5.8141e+06 5.3271e+06 6.3011e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 5.3271e+06 6.3011e+06
  10.1010 5.3537e+06 4.9087e+06 5.7987e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 4.9087e+06 5.7987e+06
  10.3030 4.9354e+06 4.5282e+06 5.3426e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 4.5282e+06 5.3426e+06
  10.5051 4.5549e+06 4.1817e+06 4.9280e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 4.1817e+06 4.9280e+06
  10.7071 4.2083e+06 3.8659e+06 4.5507e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 3.8659e+06 4.5507e+06
  10.9091 3.8922e+06 3.5777e+06 4.2068e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 3.5777e+06 4.2068e+06
  11.1111 3.6037e+06 3.3143e+06 3.8930e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 3.3143e+06 3.8930e+06
  11.3131 3.3398e+06 3.0734e+06 3.6063e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 3.0734e+06 3.6063e+06
  11.5152 3.0984e+06 2.8527e+06 3.3441e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.8527e+06 3.3441e+06
  11.7172 2.8772e+06 2.6504e+06 3.1040e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.6504e+06 3.1040e+06
  11.9192 2.6743e+06 2.4647e+06 2.8839e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.4647e+06 2.8839e+06
  12.1212 2.4880e+06 2.2942e+06 2.6819e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.2942e+06 2.6819e+06
  12.3232 2.3169e+06 2.1374e+06 2.4964e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.1374e+06 2.4964e+06
  12.5253 2.1594e+06 1.9930e+06 2.3258e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.9930e+06 2.3258e+06
  12.7273 2.0144e+06 1.8600e+06 2.1688e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.8600e+06 2.1688e+06
  12.9293 1.8807e+06 1.7373e+06 2.0241e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.7373e+06 2.0241e+06
  13.1313 1.7573e+06 1.6240e+06 1.8906e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.6240e+06 1.8906e+06
  13.3333 1.6434e+06 1.5193e+06 1.7674e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.5193e+06 1.7674e+06
  13.5354 1.5380e+06 1.4225e+06 1.6535e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.4225e+06 1.6535e+06
  13.7374 1.4405e+06 1.3328e+06 1.5482e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.3328e+06 1.5482e+06
  13.9394 1.3502e+06 1.2497e+06 1.4507e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.2497e+06 1.4507e+06
  14.1414 1.2665e+06 1.1727e+06 1.3603e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.1727e+06 1.3603e+06
  14.3434 1.1888e+06 1.1012e+06 1.2765e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.1012e+06 1.2765e+06
  14.5455 1.1167e+06 1.0347e+06 1.1988e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0347e+06 1.1988e+06
  14.7475 1.0498e+06 9.7299e+05 1.1265e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 9.7299e+05 1.1265e+06
  14.9495 9.8745e+05 9.1554e+05 1.0594e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 9.1554e+05 1.0594e+06
  15.1515 9.2948e+05 8.6206e+05 9.9689e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 8.6206e+05 9.9689e+05
  15.3535 8.7548e+05 8.1223e+05 9.3873e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 8.1223e+05 9.3873e+05
  15.5556 8.2515e+05 7.6577e+05 8.8454e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 7.6577e+05 8.8454e+05
  15.7576 7.7820e+05 7.2241e+05 8.3400e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 7.2241e+05 8.3400e+05
  15.9596 7.3438e+05 6.8192e+05 7.8684e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 6.8192e+05 7.8684e+05
  16.1616 6.9344e+05 6.4408e+05 7.4280e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 6.4408e+05 7.4280e+05
  16.3636 6.5516e+05 6.0870e+05 7.0164e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 6.0870e+05 7.0164e+05
  16.5657 6.1936e+05 5.7558e+05 6.6314e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 5.7558e+05 6.6314e+05
  16.7677 5.8584e+05 5.4458e+05 6.2711e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 5.4458e+05 6.2711e+05
  16.9697 5.5444e+05 5.1552e+05 5.9337e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 5.1552e+05 5.9337e+05
  17.1717 5.2501e+05 4.8828e+05 5.6175e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 4.8828e+05 5.6175e+05
  17.3737 4.9741e+05 4.6272e+05 5.3209e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 4.6272e+05 5.3209e+05
  17.5758 4.7150e+05 4.3873e+05 5.0427e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 4.3873e+05 5.0427e+05
  17.7778 4.4717e+05 4.1620e+05 4.7815e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 4.1620e+05 4.7815e+05
  17.9798 4.2432e+05 3.9502e+05 4.5361e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 3.9502e+05 4.5361e+05
  18.1818 4.0283e+05 3.7511e+05 4.3055e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 3.7511e+05 4.3055e+05
  18.3838 3.8262e+05 3.5637e+05 4.0887e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 3.5637e+05 4.0887e+05
  18.5859 3.6360e+05 3.3874e+05 3.8846e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 3.3874e+05 3.8846e+05
  18.7879 3.4569e+05 3.2212e+05 3.6925e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 3.2212e+05 3.6925e+05
  18.9899 3.2882e+05 3.0646e+05 3.5116e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 3.0646e+05 3.5116e+05
  19.1919 3.1290e+05 2.9170e+05 3.3410e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.9170e+05 3.3410e+05
  19.3939 2.9790e+05 2.7776e+05 3.1801e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.7776e+05 3.1801e+05
  19.5960 2.8373e+05 2.6461e+05 3.0284e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.6461e+05 3.0284e+05
  19.7980 2.7035e+05 2.5219e+05 2.8851e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.5219e+05 2.8851e+05
  20.0000 2.5772e+05 2.4045e+05 2.7497e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.4045e+05 2.7497e+05
