# Job started on: Thu Aug 10 10:51:50 CEST 2023 ...
# FONLL heavy quark hadroproduction cross section, calculated on Thu Aug 10 10:52:11 CEST 2023
# FONLL version and perturbative order: ## FONLL v1.3.2 fonll [ds/dpt^2dy (pb/GeV^2)]
# quark = charm
# final state = quark
# ebeam1 = 6500, ebeam2 = 6500
# PDF set = CTEQ6.6
# ptmin = 0
# ptmax = 20
# ymin  = -1
# ymax  = 1
# Uncertainties from PDFs combined quadratically
# cross section is ds/dpt (pb/GeV)
# pt      central      min       max       min_sc     max_sc     min_mass   max_mass     min_pdf    max_pdf
   6.6667 4.4375e+07 4.0184e+07 4.8565e+07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 4.0184e+07 4.8565e+07
   6.8687 4.0176e+07 3.6420e+07 4.3931e+07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 3.6420e+07 4.3931e+07
   7.0707 3.6426e+07 3.3053e+07 3.9800e+07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 3.3053e+07 3.9800e+07
   7.2727 3.3074e+07 3.0038e+07 3.6111e+07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 3.0038e+07 3.6111e+07
   7.4747 3.0073e+07 2.7334e+07 3.2813e+07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.7334e+07 3.2813e+07
   7.6768 2.7384e+07 2.4908e+07 2.9861e+07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.4908e+07 2.9861e+07
   7.8788 2.4971e+07 2.2727e+07 2.7215e+07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.2727e+07 2.7215e+07
   8.0808 2.2803e+07 2.0766e+07 2.4840e+07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.0766e+07 2.4840e+07
   8.2828 2.0852e+07 1.8999e+07 2.2704e+07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.8999e+07 2.2704e+07
   8.4848 1.9092e+07 1.7404e+07 2.0780e+07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.7404e+07 2.0780e+07
   8.6869 1.7503e+07 1.5963e+07 1.9044e+07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.5963e+07 1.9044e+07
   8.8889 1.6067e+07 1.4659e+07 1.7476e+07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.4659e+07 1.7476e+07
   9.0909 1.4767e+07 1.3478e+07 1.6057e+07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.3478e+07 1.6057e+07
   9.2929 1.3588e+07 1.2406e+07 1.4771e+07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.2406e+07 1.4771e+07
   9.4949 1.2519e+07 1.1432e+07 1.3605e+07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.1432e+07 1.3605e+07
   9.6970 1.1547e+07 1.0547e+07 1.2546e+07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0547e+07 1.2546e+07
   9.8990 1.0662e+07 9.7415e+06 1.1583e+07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 9.7415e+06 1.1583e+07
  10.1010 9.8565e+06 9.0071e+06 1.0706e+07 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 9.0071e+06 1.0706e+07
  10.3030 9.1215e+06 8.3369e+06 9.9060e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 8.3369e+06 9.9060e+06
  10.5051 8.4502e+06 7.7245e+06 9.1758e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 7.7245e+06 9.1758e+06
  10.7071 7.8363e+06 7.1643e+06 8.5084e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 7.1643e+06 8.5084e+06
  10.9091 7.2744e+06 6.6513e+06 7.8975e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 6.6513e+06 7.8975e+06
  11.1111 6.7594e+06 6.1809e+06 7.3378e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 6.1809e+06 7.3378e+06
  11.3131 6.2868e+06 5.7493e+06 6.8244e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 5.7493e+06 6.8244e+06
  11.5152 5.8528e+06 5.3527e+06 6.3529e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 5.3527e+06 6.3529e+06
  11.7172 5.4538e+06 4.9880e+06 5.9195e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 4.9880e+06 5.9195e+06
  11.9192 5.0865e+06 4.6522e+06 5.5208e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 4.6522e+06 5.5208e+06
  12.1212 4.7481e+06 4.3428e+06 5.1534e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 4.3428e+06 5.1534e+06
  12.3232 4.4361e+06 4.0574e+06 4.8147e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 4.0574e+06 4.8147e+06
  12.5253 4.1480e+06 3.7940e+06 4.5021e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 3.7940e+06 4.5021e+06
  12.7273 3.8818e+06 3.5504e+06 4.2132e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 3.5504e+06 4.2132e+06
  12.9293 3.6356e+06 3.3252e+06 3.9460e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 3.3252e+06 3.9460e+06
  13.1313 3.4077e+06 3.1166e+06 3.6987e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 3.1166e+06 3.6987e+06
  13.3333 3.1965e+06 2.9234e+06 3.4696e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.9234e+06 3.4696e+06
  13.5354 3.0006e+06 2.7441e+06 3.2571e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.7441e+06 3.2571e+06
  13.7374 2.8189e+06 2.5778e+06 3.0599e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.5778e+06 3.0599e+06
  13.9394 2.6500e+06 2.4232e+06 2.8768e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.4232e+06 2.8768e+06
  14.1414 2.4930e+06 2.2795e+06 2.7065e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.2795e+06 2.7065e+06
  14.3434 2.3470e+06 2.1458e+06 2.5481e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.1458e+06 2.5481e+06
  14.5455 2.2110e+06 2.0214e+06 2.4006e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.0214e+06 2.4006e+06
  14.7475 2.0843e+06 1.9054e+06 2.2632e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.9054e+06 2.2632e+06
  14.9495 1.9661e+06 1.7972e+06 2.1350e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.7972e+06 2.1350e+06
  15.1515 1.8558e+06 1.6962e+06 2.0154e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.6962e+06 2.0154e+06
  15.3535 1.7528e+06 1.6019e+06 1.9036e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.6019e+06 1.9036e+06
  15.5556 1.6565e+06 1.5138e+06 1.7992e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.5138e+06 1.7992e+06
  15.7576 1.5664e+06 1.4314e+06 1.7015e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.4314e+06 1.7015e+06
  15.9596 1.4821e+06 1.3542e+06 1.6100e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.3542e+06 1.6100e+06
  16.1616 1.4032e+06 1.2819e+06 1.5244e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.2819e+06 1.5244e+06
  16.3636 1.3292e+06 1.2142e+06 1.4441e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.2142e+06 1.4441e+06
  16.5657 1.2598e+06 1.1507e+06 1.3688e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.1507e+06 1.3688e+06
  16.7677 1.1946e+06 1.0911e+06 1.2982e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0911e+06 1.2982e+06
  16.9697 1.1335e+06 1.0351e+06 1.2318e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0351e+06 1.2318e+06
  17.1717 1.0760e+06 9.8253e+05 1.1695e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 9.8253e+05 1.1695e+06
  17.3737 1.0220e+06 9.3309e+05 1.1108e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 9.3309e+05 1.1108e+06
  17.5758 9.7115e+05 8.8660e+05 1.0557e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 8.8660e+05 1.0557e+06
  17.7778 9.2332e+05 8.4283e+05 1.0038e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 8.4283e+05 1.0038e+06
  17.9798 8.7826e+05 8.0161e+05 9.5490e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 8.0161e+05 9.5490e+05
  18.1818 8.3580e+05 7.6277e+05 9.0882e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 7.6277e+05 9.0882e+05
  18.3838 7.9576e+05 7.2615e+05 8.6536e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 7.2615e+05 8.6536e+05
  18.5859 7.5798e+05 6.9160e+05 8.2436e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 6.9160e+05 8.2436e+05
  18.7879 7.2232e+05 6.5899e+05 7.8566e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 6.5899e+05 7.8566e+05
  18.9899 6.8865e+05 6.2820e+05 7.4910e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 6.2820e+05 7.4910e+05
  19.1919 6.5682e+05 5.9910e+05 7.1455e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 5.9910e+05 7.1455e+05
  19.3939 6.2674e+05 5.7159e+05 6.8188e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 5.7159e+05 6.8188e+05
  19.5960 5.9828e+05 5.4558e+05 6.5098e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 5.4558e+05 6.5098e+05
  19.7980 5.7135e+05 5.2096e+05 6.2173e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 5.2096e+05 6.2173e+05
  20.0000 5.4585e+05 4.9765e+05 5.9404e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 4.9765e+05 5.9404e+05
