# Job started on: Wed Aug 30 11:56:33 CEST 2023 ....
# FONLL heavy quark hadroproduction cross section, calculated on Wed Aug 30 11:57:03 CEST 2023
# FONLL version and perturbative order: ## FONLL v1.3.4 fonll [ds/dpt^2dy (pb/GeV^2)]
# quark = charm
# final state = quark
# ebeam1 = 3500, ebeam2 = 3500
# PDF set = NNPDF30_nlo_as_0118
# ptmin = 0
# ptmax = 20
# ymin  = -1
# ymax  = 1
# Uncertainties from PDFs combined quadratically
# cross section is ds/dpt (pb/GeV)
# pt      central      min       max       min_sc     max_sc     min_mass   max_mass     min_pdf    max_pdf
  13.3333 1.6043e+06 1.5630e+06 1.6455e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.5630e+06 1.6455e+06
  13.5354 1.5029e+06 1.4641e+06 1.5418e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.4641e+06 1.5418e+06
  13.7374 1.4090e+06 1.3724e+06 1.4457e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.3724e+06 1.4457e+06
  13.9394 1.3220e+06 1.2875e+06 1.3565e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.2875e+06 1.3565e+06
  14.1414 1.2412e+06 1.2086e+06 1.2738e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.2086e+06 1.2738e+06
  14.3434 1.1662e+06 1.1354e+06 1.1970e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.1354e+06 1.1970e+06
  14.5455 1.0965e+06 1.0674e+06 1.1256e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0674e+06 1.1256e+06
  14.7475 1.0317e+06 1.0042e+06 1.0592e+06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 1.0042e+06 1.0592e+06
  14.9495 9.7130e+05 9.4527e+05 9.9733e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 9.4527e+05 9.9733e+05
  15.1515 9.1506e+05 8.9042e+05 9.3971e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 8.9042e+05 9.3971e+05
  15.3535 8.6264e+05 8.3929e+05 8.8598e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 8.3929e+05 8.8598e+05
  15.5556 8.1372e+05 7.9159e+05 8.3585e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 7.9159e+05 8.3585e+05
  15.7576 7.6805e+05 7.4706e+05 7.8903e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 7.4706e+05 7.8903e+05
  15.9596 7.2538e+05 7.0546e+05 7.4529e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 7.0546e+05 7.4529e+05
  16.1616 6.8547e+05 6.6657e+05 7.0438e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 6.6657e+05 7.0438e+05
  16.3636 6.4814e+05 6.3018e+05 6.6610e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 6.3018e+05 6.6610e+05
  16.5657 6.1319e+05 5.9612e+05 6.3026e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 5.9612e+05 6.3026e+05
  16.7677 5.8044e+05 5.6421e+05 5.9667e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 5.6421e+05 5.9667e+05
  16.9697 5.4974e+05 5.3430e+05 5.6518e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 5.3430e+05 5.6518e+05
  17.1717 5.2094e+05 5.0625e+05 5.3564e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 5.0625e+05 5.3564e+05
  17.3737 4.9392e+05 4.7992e+05 5.0791e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 4.7992e+05 5.0791e+05
  17.5758 4.6853e+05 4.5519e+05 4.8187e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 4.5519e+05 4.8187e+05
  17.7778 4.4467e+05 4.3196e+05 4.5739e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 4.3196e+05 4.5739e+05
  17.9798 4.2224e+05 4.1012e+05 4.3437e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 4.1012e+05 4.3437e+05
  18.1818 4.0114e+05 3.8957e+05 4.1271e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 3.8957e+05 4.1271e+05
  18.3838 3.8128e+05 3.7024e+05 3.9232e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 3.7024e+05 3.9232e+05
  18.5859 3.6256e+05 3.5202e+05 3.7310e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 3.5202e+05 3.7310e+05
  18.7879 3.4493e+05 3.3486e+05 3.5500e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 3.3486e+05 3.5500e+05
  18.9899 3.2830e+05 3.1868e+05 3.3792e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 3.1868e+05 3.3792e+05
  19.1919 3.1261e+05 3.0342e+05 3.2181e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 3.0342e+05 3.2181e+05
  19.3939 2.9780e+05 2.8901e+05 3.0660e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.8901e+05 3.0660e+05
  19.5960 2.8382e+05 2.7540e+05 2.9223e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.7540e+05 2.9223e+05
  19.7980 2.7060e+05 2.6255e+05 2.7866e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.6255e+05 2.7866e+05
  20.0000 2.5811e+05 2.5040e+05 2.6582e+05 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 2.5040e+05 2.6582e+05
