0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.587301587301587213e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.174603174603174427e-01 9.800405907355725157e-03 2.684089738052403487e-02 8.442971414567178312e-02 7.670938592037000996e-04 2.202376948679745684e-03 5.228307443949207003e-03 9.800405907355725157e-03 9.863750313789155372e-03 6.948186228439888479e-02 7.670938592037002081e-04 8.272403231758864708e-04 4.256597973244445957e-03
4.761904761904761640e-01 2.311805184615658287e-02 4.702204643390475725e-02 1.458589825804546825e-01 1.894794827489437858e-03 4.175361385370302339e-03 9.615160986518152958e-03 2.340390484103387764e-02 2.352632854905427687e-02 1.375286284584281149e-01 1.938633800635602023e-03 1.934319963695343243e-03 9.113935161026921056e-03
6.349206349206348854e-01 3.390558680721587198e-02 5.869837779690682128e-02 1.922931590448743178e-01 2.853175750373532736e-03 5.585825401621843413e-03 1.534679057847181116e-02 3.187061320227226741e-02 3.198567585122925189e-02 1.826401258357505109e-01 2.798623961719577755e-03 2.658301765134326623e-03 1.485114827297529319e-02
7.936507936507936067e-01 4.208370933103589701e-02 6.724939418056616325e-02 2.287694618135339697e-01 3.520041003182054675e-03 6.816483885398049065e-03 2.134456026675567858e-02 3.810117141684538772e-02 3.817327937352471556e-02 2.195930059399364143e-01 3.384404996088083688e-03 3.238004520162093575e-03 2.146439926749295346e-02
9.523809523809523281e-01 4.843990053277088398e-02 7.473614505889922266e-02 2.580447533428213980e-01 3.999509742957530617e-03 8.013360455049774525e-03 2.706388693810003743e-02 4.200721399243495524e-02 4.198751346848211136e-02 2.491141162477970017e-01 3.688798291990756737e-03 3.651397177443819423e-03 2.799735206080630062e-02
1.111111111111111160e+00 5.368725596270872147e-02 8.141152378713054083e-02 2.820683336116309170e-01 4.389203742639929962e-03 9.182162671880225724e-03 3.230080032151624175e-02 4.478690426286214415e-02 4.455817239981061523e-02 2.732091535488702094e-01 3.880514266040858886e-03 3.977572721712508731e-03 3.392838902278091234e-02
1.269841269841269771e+00 5.818743512330890738e-02 8.722158834274117145e-02 3.013862516770463018e-01 4.761151039236916592e-03 1.006506382354400292e-02 3.706837574469249580e-02 4.721420912383202106e-02 4.673592953117832599e-02 2.928630478797658587e-01 4.101173774140974039e-03 4.268639240900102237e-03 3.923082319061761691e-02
1.428571428571428381e+00 6.202461763926857274e-02 9.211269419052880991e-02 3.169023136414863551e-01 5.147162425081871009e-03 1.067772637801031252e-02 4.138263850581065662e-02 4.912284331444266572e-02 4.844012777864607766e-02 3.086293945114106929e-01 4.313786978672127723e-03 4.490021944468815945e-03 4.410258668734690080e-02
1.587301587301587213e+00 6.532564505290311407e-02 9.612672184514395313e-02 3.289475515203223455e-01 5.513307125532212506e-03 1.115992541263851473e-02 4.531593202819714228e-02 5.052247089662593310e-02 4.970298802964796814e-02 3.206616262622297708e-01 4.499444385373042518e-03 4.662839636089734056e-03 4.853299770866343482e-02
1.746031746031746046e+00 6.818366903693898196e-02 9.935069402213209111e-02 3.378996366156387654e-01 5.818456483496352825e-03 1.149935277481549910e-02 4.893987422753228594e-02 5.169172920165648888e-02 5.082040356562117500e-02 3.296760803688388863e-01 4.629604099269051150e-03 4.816194553572451971e-03 5.255350616353980653e-02
1.904761904761904656e+00 7.059035493386613125e-02 1.019896037275931644e-01 3.442611726153459450e-01 6.000558358245132798e-03 1.179641122767437211e-02 5.211198786866432647e-02 5.245993436263419324e-02 5.163594902299187966e-02 3.355317281030216758e-01 4.729281632414933899e-03 4.920252867918422854e-03 5.611386166048739493e-02
2.063492063492063266e+00 7.264015065627156542e-02 1.042207450358441922e-01 3.482544234580517983e-01 6.082429023736055096e-03 1.211185394151628215e-02 5.436443306791866742e-02 5.291608533235846873e-02 5.221342827855519897e-02 3.385746956999767798e-01 4.834766463212890678e-03 4.990702424644627259e-03 5.922047167520781696e-02
2.222222222222222321e+00 7.442872746761990121e-02 1.059738619180610603e-01 3.497997853099822918e-01 6.170880525367754624e-03 1.256479223487523209e-02 5.628780761051373205e-02 5.328905736695411371e-02 5.269968235566119957e-02 3.391450391328512115e-01 4.934952096290394323e-03 5.028804886731554936e-03 6.189471377804856705e-02
2.380952380952380931e+00 7.599277905873892680e-02 1.074761767204538837e-01 3.493092374704752090e-01 6.232989677185946618e-03 1.290378168285149368e-02 5.802100614484498320e-02 5.359600294686339694e-02 5.300135095089359566e-02 3.376383399521472040e-01 4.977626193141734129e-03 5.040906963913297650e-03 6.401486306847109509e-02
2.539682539682539542e+00 7.734817990918231578e-02 1.088696760370922723e-01 3.472672961673125558e-01 6.266460266600359583e-03 1.318343976298190674e-02 5.918217617419829074e-02 5.384775668861149778e-02 5.312626508417268162e-02 3.342426826648970395e-01 4.978152278987581746e-03 5.034393824015276873e-03 6.551121056492756334e-02
2.698412698412698152e+00 7.852335252932562959e-02 1.102146520062512874e-01 3.438700469246506741e-01 6.290196234095101445e-03 1.351502162578081985e-02 5.977529150684824516e-02 5.411349796394504530e-02 5.322996074540374545e-02 3.293035534053309621e-01 4.950871868520780386e-03 5.017739257147265514e-03 6.648114531707759178e-02
2.857142857142856762e+00 7.959462580648030139e-02 1.114244790438770893e-01 3.395286677667247455e-01 6.316875576675103944e-03 1.380040248881288407e-02 5.978356387597116156e-02 5.432077447297335021e-02 5.328966829076005329e-02 3.229900889291731914e-01 4.871834005565787648e-03 4.988532578336559581e-03 6.702709669033714290e-02
3.015873015873015817e+00 8.056829446350732837e-02 1.124234096002253713e-01 3.345391488411121328e-01 6.383617469915859113e-03 1.396394419126980625e-02 5.958295773399971407e-02 5.449809597676182754e-02 5.334872381790960183e-02 3.156735568736358521e-01 4.769356244289290822e-03 4.932197699761947315e-03 6.715398892077902027e-02
